매장명,주소,구
안암역,서울특별시 성북구 고려대로 102-2 (안암동5가)1522-3232,성북구
한성대입구역,서울특별시 성북구 성북로 11 (성북동1가)1522-3232,성북구
고대안암병원,서울특별시 성북구 고려대로 73 (안암동5가)1522-3232,성북구
장위뉴타운,서울특별시 성북구 장월로38길 4 (장위동)1522-3232,성북구
성신여대입구역,서울특별시 성북구 동소문로 105 (동선동4가)1522-3232,성북구
송파나루역DT,서울특별시 송파구 오금로 142 (송파동)1522-3232,송파구
송파헬리오시티,"서울특별시 송파구 송파대로 345 (가락동, 헬리오시티)1522-3232",송파구
잠실시그마타워,서울특별시 송파구 올림픽로 289 (신천동)1522-3232,송파구
문정법원로R,서울특별시 송파구 송파대로 201 (문정동)1522-3232,송파구
송파개롱역,서울특별시 송파구 오금로 420 (가락동)1522-3232,송파구
문정하비오,"서울특별시 송파구 송파대로 111 (문정동, 파크하비오) 204동 104호~107호1522-3232",송파구
문정역,"서울특별시 송파구 송파대로 167 (문정동)테라타워 B동 137호~139호,204호1522-3232",송파구
잠실대교남단R,서울특별시 송파구 송파대로 570 타워 730 1층1522-3232,송파구
송파위례,"서울특별시 송파구 위례광장로 230 (장지동, 위례2차아이파크)1522-3232",송파구
송파방이DT,서울특별시 송파구 오금로 241 (방이동)1522-3232,송파구
올림픽평화의문,서울특별시 송파구 위례성대로 38 (방이동) 해태그린피아빌라트1522-3232,송파구
송파아이파크,서울특별시 송파구 법원로 55 (문정동)1522-3232,송파구
송파사거리,서울특별시 송파구 송파대로 386 (송파동)1522-3232,송파구
석촌서호,서울특별시 송파구 석촌호수로 176 (삼전동)1522-3232,송파구
문정로데오,서울특별시 송파구 동남로 141 (가락동)1522-3232,송파구
올림픽훼미리,서울특별시 송파구 중대로 68 (문정동)1522-3232,송파구
올림픽공원남문,서울특별시 송파구 위례성대로 102 (방이동)1522-3232,송파구
방이역,"서울특별시 송파구 마천로 53, 1~2층 (오금동)1522-3232",송파구
석촌호수,서울특별시 송파구 석촌호수로 262 (송파동)1522-3232,송파구
잠실푸르지오월드,"서울특별시 송파구 올림픽로35가길 9, 잠실푸르지오월드마크 1층 (신천동)1522-3232",송파구
잠실새내역,서울특별시 송파구 올림픽로 96 (잠실동)1522-3232,송파구
잠실역,"서울특별시 송파구 송파대로 562 (신천동, 웰리스타워,삼성웰리스아파트) 1층,2층1522-3232",송파구
갤러리아팰리스,"서울특별시 송파구 올림픽로 212, 갤러리아 팰리스 (잠실동)1522-3232",송파구
아시아선수촌,서울특별시 송파구 백제고분로 69 (잠실동)1522-3232,송파구
올림픽아파트,서울특별시 송파구 양재대로 1220 (방이동)1522-3232,송파구
가락본동,서울특별시 송파구 송파대로30길 13 (가락동)1522-3232,송파구
석촌역,"서울특별시 송파구 백제고분로 358, 1층 (석촌동)1522-3232",송파구
가락시장역,"서울특별시 송파구 중대로 121, 롯데캐슬 파인힐 1층 (가락동)1522-3232",송파구
가든파이브,서울특별시 송파구 충민로 10 (문정동) 가든파이브툴1522-3232,송파구
문정역2번출구,서울특별시 송파구 문정로 1 (문정동)1522-3232,송파구
잠실본동,"서울특별시 송파구 백제고분로 91 (잠실동), 1층1522-3232",송파구
송파NC,서울특별시 송파구 충민로 66 (문정동)  가든파이브라이프 패션관1층1522-3232,송파구
송파거여역,서울특별시 송파구 오금로 493 (거여동)1522-3232,송파구
몽촌토성역,서울특별시 송파구 위례성대로 6 (방이동)1522-3232,송파구
송파KT,"서울특별시 송파구 잠실로 209 (신천동), 오피스빌딩 1층 2~4호1522-3232",송파구
문정법조타운 한양타워,서울특별시 송파구 법원로11길 12 (문정동)1522-3232,송파구
송파마천사거리DT,서울특별시 송파구 거마로 78 (마천동)1522-3232,송파구
목동파리공원,서울특별시 양천구 목동동로 377 (목동)1522-3232,양천구
등촌역,서울특별시 양천구 공항대로 566 (목동) 1층 2층1522-3232,양천구
목동행복한,서울특별시 양천구 목동동로 309 (목동)1522-3232,양천구
신정DT,서울특별시 양천구 신월로 341 (신정동)1522-3232,양천구
목동역,서울특별시 양천구 목동로 203 (신정동) 1층일부1522-3232,양천구
목동오목로,"서울특별시 양천구 오목로 279 (목동) 102,103,104,105호1522-3232",양천구
목동8단지,서울특별시 양천구 목동서로 299 (신정동)1522-3232,양천구
오목교역,서울특별시 양천구 오목로 354 (목동)1522-3232,양천구
신월IC DT,서울특별시 양천구 남부순환로 430 (신월동)1522-3232,양천구
목동7단지,서울특별시 양천구 목동서로 213 (목동) 세신비젼프라자1522-3232,양천구
목동5단지,"서울특별시 양천구 목동동로 411, 1동 116호(목동, 부영그린타운3차)1522-3232",양천구
목동,서울특별시 양천구 목동서로 67 (목동) 우성에펠타운1522-3232,양천구
현대목동,"서울특별시 양천구 목동동로 257 (목동, 현대하이페리온) 지하2층1522-3232",양천구
목동SBS,"서울특별시 양천구 목동서로 161 (목동), 1/2층 일부1522-3232",양천구
목동트라팰리스,서울특별시 양천구 오목로 299 (목동)1522-3232,양천구
목동10단지,"서울특별시 양천구 목동서로 401 (신정동, 대림아크로빌), 상가A동 101,101-1호1522-3232",양천구
신월동DT,서울특별시 양천구 남부순환로 319 (신월동)1522-3232,양천구
타임스퀘어R,서울특별시 영등포구 영중로 15 지하 1층 (영등포동4가)1522-3232,영등포구
샛강역,서울특별시 영등포구 여의대방로 376 (여의도동)1522-3232,영등포구
영등포역,서울특별시 영등포구 경인로 870 (영등포동1가)1522-3232,영등포구
당산대로,서울특별시 영등포구 양평로 22 (당산동6가)1522-3232,영등포구
여의도IFC몰(L1)R,서울특별시 영등포구 국제금융로 10 (여의도동)  지하1층 178호1522-3232,영등포구
여의도KBS R,서울특별시 영등포구 의사당대로 26 (여의도동)1522-3232,영등포구
여의도화재보험,서울특별시 영등포구 국제금융로6길 38 (여의도동)1522-3232,영등포구
국회대로,서울특별시 영등포구 국회대로 786 (여의도동)1522-3232,영등포구
영등포KT,서울특별시 영등포구 영중로 119 (영등포동8가)1522-3232,영등포구
여의도공원R,서울특별시 영등포구 여의공원로 101 (여의도동)1522-3232,영등포구
국회의사당역,서울특별시 영등포구 의사당대로 8 (여의도동)1522-3232,영등포구
여의도역R,서울특별시 영등포구 의사당대로 83 (여의도동) 1층1522-3232,영등포구
선유동이레빌딩,서울특별시 영등포구 선유동2로 57 (양평제1동) 이레빌딩1522-3232,영등포구
동여의도,서울특별시 영등포구 국제금융로 86 (여의도동) 롯데캐슬 아이비1522-3232,영등포구
여의도ABL타워,서울특별시 영등포구 의사당대로 147 (여의도동) 알리안츠타워1522-3232,영등포구
영등포신길,"서울특별시 영등포구 신길로 137 (신길동) 1,2층1522-3232",영등포구
문래역,서울특별시 영등포구 당산로 34 (문래동3가)1522-3232,영등포구
당산,서울특별시 영등포구 양평로 64 (당산동6가)1522-3232,영등포구
여의도한양증권,서울특별시 영등포구 국제금융로6길 7 (여의도동) 한양증권1522-3232,영등포구
여의도일신,서울특별시 영등포구 은행로 11 (여의도동) 1층 1부1522-3232,영등포구
하이테크시티,서울특별시 영등포구 경인로 775 (문래동3가) 에이스하이테크시티1522-3232,영등포구
여의도,서울특별시 영등포구 국제금융로2길 28 (여의도동)1522-3232,영등포구
롯데캐슬여의도,"서울특별시 영등포구 의사당대로 127 (여의도동, 롯데캐슬엠파이어) 1층 104호1522-3232",영등포구
문래동,"서울특별시 영등포구 선유로 64, 대창타운빌 1층 (문래동3가)1522-3232",영등포구
여의도호성,"서울특별시 영등포구 여의대방로65길 24, 호성빌딩 1층 (여의도동)1522-3232",영등포구
타임스퀘어B2,"서울특별시 영등포구 영중로 15, 지하2층 (영등포동4가)1522-3232",영등포구
영등포본동,서울특별시 영등포구 영등포로 254 (영등포동3가)1522-3232,영등포구
타임스퀘어2F,서울특별시 영등포구 영중로 15 지상2층 (영등포동4가)1522-3232,영등포구
여의도의사당,서울특별시 영등포구 국회대로74길 12 (여의도동)1522-3232,영등포구
여의도IFC(1F),서울특별시 영등포구 국제금융로 10 (여의도동)1522-3232,영등포구
여의도교직원공제회,서울특별시 영등포구 여의나루로 50 (여의도동)1522-3232,영등포구
선유도역 1번출구,서울특별시 영등포구 양평로 128 (양평동5가)양평로 1281522-3232,영등포구
영등포시장역,서울특별시 영등포구 영중로 79 (영등포동7가)1522-3232,영등포구
영등포구청역,서울특별시 영등포구 국회대로 5581522-3232,영등포구
서울양평역,"서울특별시 영등포구 선유서로24길 6 (양평동1가, 영등포 중흥 S-CLASS)1522-3232",영등포구
영등포시장교차로,서울특별시 영등포구 영중로 45 (영등포동6가)1522-3232,영등포구
더현대서울(B2)R,서울특별시 영등포구 여의대로 108 (여의도동)1522-3232,영등포구
여의도브라이튼,"서울특별시 영등포구 국제금융로 39 (여의도동, 브라이튼 여의도), 1층1522-3232",영등포구
여의도TP타워,서울특별시 영등포구 의사당대로 96 (여의도동)1522-3232,영등포구
당산역사거리,서울특별시 영등포구 양평로 47 (당산동5가)1522-3232,영등포구
신풍역,서울특별시 영등포구 신풍로 23 (신길동)1522-3232,영등포구
불광역,서울특별시 은평구 통일로 715 (대조동)1522-3232,은평구
구파발사거리,서울특별시 은평구 진관3로 21 은평엘크루 101동 105-108호1522-3232,은평구
연신내역사거리,서울특별시 은평구 통일로 842 (불광동)1522-3232,은평구
연신내,서울특별시 은평구 통일로 867 (갈현동)1522-3232,은평구
구파발역,서울특별시 은평구 진관2로 121522-3232,은평구
은평구청입구,서울특별시 은평구 은평로 170 (응암동)1522-3232,은평구
은평이마트,서울특별시 은평구 은평로 111 (응암동)1522-3232,은평구
구산역,서울특별시 은평구 연서로 146 (대조동)1522-3232,은평구
불광역8번출구,서울특별시 은평구 통일로 746 (불광동)1522-3232,은평구
수색,서울특별시 은평구 수색로 216 (수색동)1522-3232,은평구
새절역,서울특별시 은평구 증산로 371 (신사동)1522-3232,은평구
더북한산,서울특별시 은평구 대서문길 24-11 (진관동)1522-3232,은평구
녹번역,"서울특별시 은평구 통일로 636 (녹번동) 110,111,112,113,114,115호1522-3232",은평구
진관DT,서울특별시 은평구 연서로 645 (진관동)1522-3232,은평구
연합뉴스,서울특별시 종로구 율곡로2길 25 (수송동)1522-3232,종로구
혜화역,서울특별시 종로구 대학로12길 4 (동숭동)1~2층1522-3232,종로구
경희궁로,서울특별시 종로구 새문안로3길 15 (당주동)1522-3232,종로구
강북삼성병원,서울특별시 종로구 새문안로 29 (평동) C관 5층1522-3232,종로구
종로평창동,서울특별시 종로구 평창12길 3 (평창동)1522-3232,종로구
광화문우체국,서울특별시 종로구 종로 6 (서린동)1522-3232,종로구
종로R,서울특별시 종로구 종로 51 (종로2가)1522-3232,종로구
독립문역,서울특별시 종로구 송월길 155 경희궁자이 4단지 1층 팰리스애비뉴 4114~4119호1522-3232,종로구
정부서울청사R,서울특별시 종로구 새문안로5가길 28 (적선동)1522-3232,종로구
종로구청,서울특별시 종로구 삼봉로 71 (수송동)1522-3232,종로구
북촌로,서울특별시 종로구 북촌로4길 23 (계동)1522-3232,종로구
종로수송,서울특별시 종로구 종로5길 30 (청진동) 1~3층1522-3232,종로구
새문안로,서울특별시 종로구 새문안로 92 (신문로1가) 광화문오피시아빌딩1522-3232,종로구
안국,서울특별시 종로구 북촌로 5-1 (재동)1522-3232,종로구
삼청동,서울특별시 종로구 삼청로 111-1 (삼청동)1522-3232,종로구
광화문D타워,서울특별시 종로구 종로3길 17 (청진동) D타워1522-3232,종로구
적선,"서울특별시 종로구 새문안로5길 55, 노스게이트빌딩 1층 (적선동)1522-3232",종로구
인사,서울특별시 종로구 인사동길 14 (인사동)1522-3232,종로구
광화문,서울특별시 종로구 세종대로 167 (세종로)1522-3232,종로구
성대입구,서울특별시 종로구 창경궁로 235 (명륜3가)1522-3232,종로구
스페이스본,서울특별시 종로구 사직로8길 4 (사직동) 광화문 풍림스페이스본1522-3232,종로구
주얼리시티,서울특별시 종로구 종로 183 (인의동) 효성주얼리시티1522-3232,종로구
종각,서울특별시 종로구 종로 64 (종로2가)1522-3232,종로구
동숭로아트,서울특별시 종로구 동숭길 110 (동숭동)1522-3232,종로구
종로관철,"서울특별시 종로구 종로12길 21, 2층 (관철동)1522-3232",종로구
경복궁역,"서울특별시 종로구 자하문로4길 6, 1층 (통의동)1522-3232",종로구
이마빌딩,서울특별시 종로구 종로1길 42 (수송동)1522-3232,종로구
마로니에공원,"서울특별시 종로구 대학로 116, 1-2층 (동숭동)1522-3232",종로구
종로3가,"서울특별시 종로구 종로 113-1, 1-4층 (종로3가)1522-3232",종로구
대학로,"서울특별시 종로구 대학로 57, 홍익대학교 대학로캠퍼스 內 (연건동)1522-3232",종로구
경복궁사거리,"서울특별시 종로구 율곡로 6, B동 101호(중학동, 트윈트리타워)1522-3232",종로구
종로관수,서울특별시 종로구 삼일대로20길 13 (관수동)1522-3232,종로구
광화문교보문고,서울특별시 종로구 종로 1 (종로1가)1522-3232,종로구
정동,서울특별시 종로구 새문안로 42 (신문로2가)1522-3232,종로구
종로플레이스,서울특별시 종로구 창경궁로 120 (인의동)1522-3232,종로구
강북삼성병원1층,서울특별시 종로구 새문안로 29 (평동) A관 1층1522-3232,종로구
동숭길입구,서울특별시 종로구 대학로 146 (혜화동)1522-3232,종로구
서울대치과병원,서울특별시 종로구 대학로 101 서울대학교 치과병원 신관1층1522-3232,종로구
서대문역,서울특별시 종로구 통일로 134 (평동)1522-3232,종로구
숭례문북창,서울특별시 중구 세종대로12길 12 (남대문로4가)1522-3232,중구
을지로4가역,서울특별시 중구 을지로 170 (을지로4가)1522-3232,중구
동대문두타,서울특별시 중구 장충단로 275 (을지로6가)1522-3232,중구
대한상공회의소R,서울특별시 중구 세종대로 39 (남대문로4가) 1층1522-3232,중구
국립중앙의료원,서울특별시 중구 을지로 251 (을지로6가)1522-3232,중구
동국대,서울특별시 중구 서애로 1길 111522-3232,중구
신세계본점5F,서울특별시 중구 소공로 63 (충무로1가)1522-3232,중구
동대문공원,서울특별시 중구 장충단로 229 (광희동1가)1522-3232,중구
을지로국제빌딩,서울특별시 중구 남대문로 109 (다동)1522-3232,중구
동대입구역,서울특별시 중구 장충단로 166 (장충동1가)1522-3232,중구
신당역사거리,서울특별시 중구 다산로 258 (흥인동)1522-3232,중구
연세세브란스,서울특별시 중구 통일로 10 (남대문로5가)1522-3232,중구
회현역,서울특별시 중구 퇴계로 72 (회현동) 리더스뷰남산1522-3232,중구
을지로경기빌딩,서울특별시 중구 남대문로10길 9 (삼각동) 경기빌딩1522-3232,중구
을지로2가,서울특별시 중구 삼일대로 358 (을지로2가)1522-3232,중구
신세계본점6F,서울특별시 중구 퇴계로 77 (충무로1가)1522-3232,중구
서울중앙우체국,서울특별시 중구 소공로 70 (충무로 1가) 서울 중앙 우체국1522-3232,중구
한국프레스센터,서울특별시 중구 세종대로 124 (태평로1가)1522-3232,중구
명동중앙로,서울특별시 중구 명동길 60 (명동 2가)1522-3232,중구
약수역,서울특별시 중구 다산로 129 (신당동)1522-3232,중구
중구저동,서울특별시 중구 수표로 34 (저동2가)1522-3232,중구
명동길,서울특별시 중구 명동10길 411522-3232,중구
서소문로,서울특별시 중구 서소문로 120 (서소문동) 대한빌딩1522-3232,중구
신당역,"서울특별시 중구 퇴계로 385, 1층 (흥인동)1522-3232",중구
명동메트로,서울특별시 중구 명동9가길 14 (을지로1가) 메트로호텔1522-3232,중구
숭례문,"서울특별시 중구 세종대로 17, 그레이츠 숭례 1층 (남대문로5가)1522-3232",중구
순화동더샵,"서울특별시 중구 칠패로 27, 1층 (순화동)1522-3232",중구
환구단,서울특별시 중구 소공로 112 (소공동)1522-3232,중구
무교동,서울특별시 중구 무교로 21 (무교동) 코오롱빌딩 1층1522-3232,중구
문화일보,서울특별시 중구 새문안로 22 (충정로1가) 문화일보1522-3232,중구
태평로,"서울특별시 중구 세종대로 72, 대영빌딩 1층 (태평로2가)1522-3232",중구
퍼시픽타워,"서울특별시 중구 세종대로9길 41, 퍼시픽타워 1층 (서소문동)1522-3232",중구
남산단암,"서울특별시 중구 소월로 10, 단암빌딩 (남대문로5가)1522-3232",중구
황학캐슬,서울특별시 중구 청계천로 400 (황학동) 롯데캐슬베네치아1522-3232,중구
을지로삼화타워,서울특별시 중구 을지로5길 16 (을지로2가) 1층1522-3232,중구
소공로,"서울특별시 중구 남대문로7길 19, 삼영빌딩 1층 일부 (소공동)1522-3232",중구
을지로한국빌딩,"서울특별시 중구 을지로 50, 1층 (을지로 2가)1522-3232",중구
시청,"서울특별시 중구 을지로 19, 삼성화재삼성빌딩 1층 (을지로1가)1522-3232",중구
명동역,"서울특별시 중구 퇴계로 101, 건물 전체 (충무로 1가)1522-3232",중구
명동입구,서울특별시 중구 남대문로 68-1 (명동2가)1522-3232,중구
장충라운지R,서울특별시 중구 장충단로4길 25 (장충동1가)1522-3232,중구
충무로,서울특별시 중구 충무로 3 (필동1가)1522-3232,중구
이마트타워,서울특별시 중구 세종대로7길 37 (순화동) 1층1522-3232,중구
동호로,서울특별시 중구 동호로 171 (신당동)1522-3232,중구
무교로,서울특별시 중구 무교로 15 (무교동)1522-3232,중구
청계크리스탈스퀘어,서울특별시 중구 청계천로 106 (수표동)1522-3232,중구
숭례문SG타워,서울특별시 중구 세종대로 14 (남대문로5가)1522-3232,중구
세종대로,서울특별시 중구 세종대로 135-5 (태평로1가)1522-3232,중구
동대문디자인플라자,서울특별시 중구 을지로 281 (을지로7가) 디자인장터1522-3232,중구
별다방,서울특별시 중구 퇴계로 100 (회현동2가)1522-3232,중구
포포인츠명동,서울특별시 중구 삼일대로10길 36 (저동2가)1522-3232,중구
명동남산,서울특별시 중구 퇴계로 132 (남산동3가)1522-3232,중구
명일역,서울특별시 강동구 양재대로 1647 (명일동)1522-3232,강동구
강동구청DT,서울특별시 강동구 성내로 32 (성내동)1522-3232,강동구
강동암사DT,서울특별시 강동구 고덕로 43 (암사동)1522-3232,강동구
굽은다리역,"서울특별시 강동구 양재대로 1568 (명일동, 원일타워)1522-3232",강동구
강동역,"서울특별시 강동구 천호대로 1089 (천호동, 강동 헤르셔)1522-3232",강동구
둔촌동,서울특별시 강동구 양재대로 1303 (성내동) 평원빌딩1522-3232,강동구
천호로데오,서울특별시 강동구 천호대로 1037 (천호동)1522-3232,강동구
천호이마트,서울특별시 강동구 천호대로 1015-14 (천호동) 이마트별관1522-3232,강동구
길동역,서울특별시 강동구 양재대로 1487 (길동)1522-3232,강동구
상일동,"서울특별시 강동구 상일로10길 36, 1~2층 (상일동)1522-3232",강동구
명일이마트,서울특별시 강동구 동남로75길 5 (명일동) 명일이마트별관주차장1522-3232,강동구
상일동역,"서울특별시 강동구 고덕로 399 (고덕동, 고덕센트럴푸르지오)1522-3232",강동구
천호사거리,서울특별시 강동구 올림픽로 651 (천호동)1522-3232,강동구
강일역,"서울특별시 강동구 고덕로 429 (강일동), 1층1522-3232",강동구
올림픽공원북2문,서울특별시 강동구 강동대로 199 (성내동)1522-3232,강동구
강동강일,서울특별시 강동구 아리수로93나길 54 (강일동)1522-3232,강동구
천호대로길동,서울특별시 강동구 천호대로 1131 거산 유팰리스1522-3232,강동구
천호역,"서울특별시 강동구 천호대로 1012, 태승빌딩 (성내동)1522-3232",강동구
구로디지털타워,서울특별시 구로구 디지털로32길 30 (구로동)1522-3232,구
오류동역,서울특별시 구로구 경인로 216 (오류동)1522-3232,구
구로디지털로,"서울특별시 구로구 디지털로33길 11, 에이스테크노8차 1층 (구로동)1522-3232",구
구로에이스,"서울특별시 구로구 디지털로 285, 에이스트윈타워1차 103호 (구로동)1522-3232",구
구로하이엔드,"서울특별시 구로구 디지털로26길 5, 에이스하이엔드타워1차 103호 (구로동)1522-3232",구
현대디큐브2F,서울특별시 구로구 경인로 662 (신도림동)1522-3232,구
구로호텔,"서울특별시 구로구 디지털로32길 72, 구로호텔 1층 (구로동)1522-3232",구
현대디큐브B2,서울특별시 구로구 경인로 662 (신도림동)1522-3232,구
구로고척,서울특별시 구로구 경인로 387 (고척동)1522-3232,구
구로NC,서울특별시 구로구 구로중앙로 152 (구로동) 구로NC1522-3232,구
구로오류DT,서울특별시 구로구 서해안로 2233 (오류동)1522-3232,구
구로구청,"서울특별시 구로구 가마산로 232 (구로동, 스페스큐브), B101호1522-3232",구
고척아이파크,"서울특별시 구로구 경인로43길 49 (고척동, 고척아이파크), 1층 D-101호1522-3232",구
신도림힐스테이트,서울특별시 구로구 경인로 625 (신도림동)1522-3232,구
답십리역,서울특별시 동대문구 천호대로 263 (답십리동)1522-3232,동대문구
경희대삼거리,서울특별시 동대문구 회기로 141 (회기동)1522-3232,동대문구
외대정문,서울특별시 동대문구 이문로 93 (이문동)1522-3232,동대문구
신설동역,서울특별시 동대문구 왕산로 19 (신설동)1522-3232,동대문구
회기역사거리,서울특별시 동대문구 이문로 37 (회기동)1522-3232,동대문구
장한평역,서울특별시 동대문구 장한로 10 (장안동)1522-3232,동대문구
경희대,서울특별시 동대문구 경희대로 16-1 (회기동)1522-3232,동대문구
청량리역롯데캐슬스카이,"서울특별시 동대문구 답십리로 27 (전농동, 청량리역 롯데캐슬 SKY-L65)1522-3232",동대문구
경동1960,서울특별시 동대문구 고산자로36길 3 (제기동)1522-3232,동대문구
사이버한국외대,서울특별시 동대문구 휘경로 6 (이문동)1522-3232,동대문구
청량리역사,서울특별시 동대문구 왕산로 214 (전농동) 청량리역사 Connect Place6층1522-3232,동대문구
답십리초교사거리,서울특별시 동대문구 전농로 38 (답십리동)1522-3232,동대문구
장안사거리,서울특별시 동대문구 답십리로 267 (장안동)1522-3232,동대문구
서울숲역,서울특별시 성동구 왕십리로 50 (성수동1가) 1층1522-3232,성동구
금호역,서울특별시 성동구 동호로 99 (금호동4가)1522-3232,성동구
뚝섬역,서울특별시 성동구 아차산로 42 (성수동1가)1522-3232,성동구
황학사거리,"서울특별시 성동구 왕십리로 410 (하왕십리동, 센트라스)1522-3232",성동구
성수역,서울특별시 성동구 성수이로 94 (성수동2가)1522-3232,성동구
상왕십리역,서울특별시 성동구 왕십리로 382 (하왕십리동)1522-3232,성동구
왕십리역,서울특별시 성동구 왕십리로 326 (도선동)1522-3232,성동구
한양대,"서울특별시 성동구 왕십리로 225 (행당동) 1,2층1522-3232",성동구
엔터식스,서울특별시 성동구 왕십리광장로 17 (행당동)1522-3232,성동구
신금호역,서울특별시 성동구 금호로 158-1 (금호동1가) 1~5층 전체1522-3232,성동구
뚝섬역교차로,서울특별시 성동구 아차산로 6 (성수동1가)1522-3232,성동구
왕십리역9번출구,서울특별시 성동구 고산자로 234 (행당동)1522-3232,성동구
성수,서울특별시 성동구 아차산로 104 (성수동2가)1522-3232,성동구
옥수,서울특별시 성동구 독서당로 202 (옥수동)1522-3232,성동구
성수낙낙,서울특별시 성동구 광나루로8길 31 (성수동2가) 성수낙낙 1층 101~107호1522-3232,성동구
효창공원앞역,"서울특별시 용산구 백범로 313 (효창동, 용산 롯데캐슬 센터포레)1522-3232",용산구
서울역서부,서울특별시 용산구 만리재로 202 (서계동)1522-3232,용산구
이태원역,서울특별시 용산구 이태원로 188 (이태원동)1522-3232,용산구
한강진역R,서울특별시 용산구 이태원로 252 (한남동)1522-3232,용산구
용산역써밋R,"서울특별시 용산구 한강대로 69 (한강로2가, 용산푸르지오써밋)1522-3232",용산구
이촌,서울특별시 용산구 이촌로 276 (이촌동)1522-3232,용산구
신용산역,"서울특별시 용산구 한강대로 95 (한강로2가, 래미안용산)1522-3232",용산구
용산파크타워,"서울특별시 용산구 서빙고로 67 (용산동5가, 파크타워)1522-3232",용산구
남영동,서울특별시 용산구 한강대로 275 (갈월동)1522-3232,용산구
한남동R,서울특별시 용산구 독서당로 94 (한남동)1522-3232,용산구
서울타워,서울특별시 용산구 남산공원길 105 (용산동2가) YTN서울타워 1층1522-3232,용산구
서울역동자동,서울특별시 용산구 한강대로 372 (동자동)1522-3232,용산구
순천향입구,서울특별시 용산구 대사관로 67 (한남동)1522-3232,용산구
숙대,서울특별시 용산구 청파로47길 57 (청파동3가)1522-3232,용산구
동빙고,서울특별시 용산구 장문로 12 (동빙고동)1522-3232,용산구
숙대입구역,서울특별시 용산구 한강대로 291 (갈월동)1522-3232,용산구
용산아이파크몰6F,서울특별시 용산구 한강대로23길 551522-3232,용산구
동부이촌동,서울특별시 용산구 이촌로 198 (이촌동)1522-3232,용산구
숙명여대정문,서울특별시 용산구 청파로47길 100 (청파동2가) 프라임관B1F(로비층)1522-3232,용산구
용산해링턴스퀘어,서울특별시 용산구 서빙고로 17 (한강로3가)1522-3232,용산구
경리단길,서울특별시 용산구 회나무로 3 (이태원동)1522-3232,용산구
서울역사,서울특별시 용산구 한강대로 405 (동자동) 신-101호1522-3232,용산구
용산리첸시아,"서울특별시 용산구 백범로 341 (원효로1가, 리첸시아 용산)1522-3232",용산구
용산전자랜드,서울특별시 용산구 청파로 74 (한강로3가)1522-3232,용산구
상봉,"서울특별시 중랑구 상봉로 131 (상봉동, 상봉 듀오트리스 주상복합)1522-3232",중랑구
중랑역,서울특별시 중랑구 망우로30길 3 (상봉동)1522-3232,중랑구
중랑구청,서울특별시 중랑구 신내로 721522-3232,중랑구
사가정역,서울특별시 중랑구 면목로 3101522-3232,중랑구
상봉역,서울특별시 중랑구 망우로 307 (상봉동)1522-3232,중랑구
묵동,"서울특별시 중랑구 동일로 952 (묵동, 로프트원 태릉입구역) 1층1522-3232",중랑구
양원역,서울특별시 중랑구 양원역로10길 3 (망우동)1522-3232,중랑구
중화역,서울특별시 중랑구 봉화산로 35 1층1522-3232,중랑구
